2013,Kansas St,BIG 12,12,Y,Y,N,N,47233,0,Kansas
2013,Iowa St,BIG 12,-,N,N,N,N,47233,0,Kansas
2013,Baylor,BIG 12,-,N,N,N,N,45140,600,Baylor
